datetime,Latitude,Longitude,State Name,County Name,CO,NO2,O3,SO2,hour,day_of_week,month,day_of_year,is_weekend,location_id
2024-01-01 00:00:00,19.2039,-155.480183,Hawaii,Hawaii,,,,1.3,0,0,1,1,0,8
2024-01-01 00:00:00,19.611914,-155.055037,Hawaii,Hawaii,,,,0.6,0,0,1,1,0,13
2024-01-01 00:00:00,26.053889,-80.256944,Florida,Broward,,,,1.4,0,0,1,1,0,25
2024-01-01 00:00:00,27.8492,-80.4554,Florida,Indian River,,,0.027,,0,0,1,1,0,55
2024-01-01 00:00:00,29.275381,-98.311692,Texas,Bexar,,8.3,,,0,0,1,1,0,88
2024-01-01 00:00:00,30.041238,-90.272826,Louisiana,Jefferson,,45.9,,,0,0,1,1,0,129
2024-01-01 00:00:00,30.356339,-81.635396,Florida,Duval,,,,0.4,0,0,1,1,0,154
2024-01-01 00:00:00,31.797813,-96.1031,Texas,Freestone,,,,0.2,0,0,1,1,0,190
2024-01-01 00:00:00,32.175417,-96.870189,Texas,Ellis,,2.7,,,0,0,1,1,0,205
2024-01-01 00:00:00,32.536273,-93.74894,Louisiana,Bossier,,,,0.3,0,0,1,1,0,233
2024-01-01 00:00:00,32.564968,-96.317687,Texas,Kaufman,,,,0.3,0,0,1,1,0,235
2024-01-01 00:00:00,32.882289,-79.977538,South Carolina,Charleston,,7.0,,,0,0,1,1,0,256
2024-01-01 00:00:00,33.41046,-112.00264,Arizona,Maricopa,1.1,,,,0,0,1,1,0,293
2024-01-01 00:00:00,33.485556,-86.915,Alabama,Jefferson,,,,0.1,0,0,1,1,0,306
2024-01-01 00:00:00,34.06812,-117.52579,California,San Bernardino,,22.5,,,0,0,1,1,0,364
2024-01-01 00:00:00,34.093959,-80.962304,South Carolina,Richland,,,,0.3,0,0,1,1,0,366
2024-01-01 00:00:00,36.149877,-96.011664,Oklahoma,Tulsa,,,,0.0,0,0,1,1,0,537
2024-01-01 00:00:00,37.13678,-107.62863,Colorado,La Plata,,5.2,,,0,0,1,1,0,615
2024-01-01 00:00:00,37.682635,-121.442495,California,San Joaquin,,,0.018,,0,0,1,1,0,657
2024-01-01 00:00:00,37.97768,-87.596836,Indiana,Vanderburgh,0.2,,,,0,0,1,1,0,688
2024-01-01 00:00:00,39.4125,-107.23056,Colorado,Garfield,,,0.015,,0,0,1,1,0,855
2024-01-01 00:00:00,39.521933,-119.7954,Nevada,Washoe,0.626,,,,0,0,1,1,0,875
2024-01-01 00:00:00,39.846856,-88.923323,Illinois,Macon,,,,31.6,0,0,1,1,0,929
2024-01-01 00:00:00,39.991389,-75.080833,Pennsylvania,Philadelphia,,29.7,,,0,0,1,1,0,953
2024-01-01 00:00:00,40.386368,-104.73744,Colorado,Weld,,,0.003,,0,0,1,1,0,1008
2024-01-01 00:00:00,41.920009,-87.672995,Illinois,Cook,,5.7,,,0,0,1,1,0,1208
2024-01-01 00:00:00,43.101281,-105.498931,Wyoming,Converse,0.058,,,,0,0,1,1,0,1320
2024-01-01 00:00:00,43.944519,-71.700788,New Hampshire,Grafton,,,0.029,,0,0,1,1,0,1368
2024-01-01 00:00:00,44.965242,-93.254759,Minnesota,Hennepin,0.3,,,,0,0,1,1,0,1421
2024-01-01 00:00:00,47.568236,-122.308628,Washington,King,,10.8,,,0,0,1,1,0,1475
2024-01-01 01:00:00,18.198712,-66.052237,Puerto Rico,Caguas,0.2,,,,1,0,1,1,0,2
2024-01-01 01:00:00,27.507904,-99.523949,Texas,Webb,0.5,,,,1,0,1,1,0,45
2024-01-01 01:00:00,27.955133,-82.469532,Florida,Hillsborough,,21.2,,,1,0,1,1,0,62
2024-01-01 01:00:00,29.834167,-95.489167,Texas,Harris,,25.1,,,1,0,1,1,0,116
2024-01-01 01:00:00,30.525367,-87.20355,Florida,Escambia,,,,1.4,1,0,1,1,0,171
2024-01-01 01:00:00,33.0752,-94.8474,Texas,Titus,,,,0.0,1,0,1,1,0,269
2024-01-01 01:00:00,33.698643,-84.272614,Georgia,DeKalb,,16.5,,,1,0,1,1,0,328
2024-01-01 01:00:00,34.14435,-117.85036,California,Los Angeles,,0.7,,,1,0,1,1,0,371
2024-01-01 01:00:00,34.38344,-118.5284,California,Los Angeles,0.4,,,,1,0,1,1,0,388
2024-01-01 01:00:00,35.2401,-80.785683,North Carolina,Mecklenburg,0.23,,,,1,0,1,1,0,452
2024-01-01 01:00:00,35.35472,-120.04019,California,San Luis Obispo,,,0.008,,1,0,1,1,0,462
2024-01-01 01:00:00,37.814781,-122.282347,California,Alameda,0.6,,,,1,0,1,1,0,673
2024-01-01 01:00:00,38.102507,-122.237976,California,Solano,,8.1,,0.0,1,0,1,1,0,701
2024-01-01 01:00:00,38.566055,-109.53716,Utah,Grand,,6.3,0.012,,1,0,1,1,0,746
2024-01-01 01:00:00,38.572522,-90.796911,Missouri,Franklin,,,,0.0,1,0,1,1,0,748
2024-01-01 01:00:00,39.8723,-108.2183,Colorado,Rio Blanco,,,0.042,,1,0,1,1,0,935
2024-01-01 01:00:00,40.739264,-73.817694,New York,Queens,0.259,,,,1,0,1,1,0,1062
2024-01-01 01:00:00,42.139996,-87.799227,Illinois,Cook,0.178,,,,1,0,1,1,0,1224
2024-01-01 01:00:00,42.261669,-83.157893,Michigan,Wayne,,,,0.5,1,0,1,1,0,1234
2024-01-01 01:00:00,42.263955,-71.794322,Massachusetts,Worcester,,,,0.2,1,0,1,1,0,1235
2024-01-01 01:00:00,42.3295,-71.0826,Massachusetts,Suffolk,,,,0.4,1,0,1,1,0,1246
2024-01-01 01:00:00,42.62668,-71.362068,Massachusetts,Middlesex,,,0.025,,1,0,1,1,0,1270
2024-01-01 01:00:00,44.2893,-88.25219,Wisconsin,Outagamie,,,,0.1,1,0,1,1,0,1383
2024-01-01 01:00:00,48.848065,-122.688888,Washington,Whatcom,,,,-0.1,1,0,1,1,0,1490
2024-01-01 02:00:00,31.86247,-106.5473,Texas,El Paso,0.3,,,,2,0,1,1,0,191
2024-01-01 02:00:00,33.410648,-96.94459,Texas,Denton,,,0.02,,2,0,1,1,0,294
2024-01-01 02:00:00,33.739963,-81.853635,South Carolina,Edgefield,,,,0.3,2,0,1,1,0,332
2024-01-01 02:00:00,33.99636,-117.4924,California,Riverside,,14.6,,,2,0,1,1,0,354
2024-01-01 02:00:00,34.756189,-92.281296,Arkansas,Pulaski,0.0,,,,2,0,1,1,0,411
2024-01-01 02:00:00,35.16126,-89.87065,Tennessee,Shelby,0.4,,,,2,0,1,1,0,441
2024-01-01 02:00:00,36.214465,-115.091437,Nevada,Clark,,26.0,,,2,0,1,1,0,549
2024-01-01 02:00:00,38.66121,-121.73269,California,Yolo,,,0.022,,2,0,1,1,0,761
2024-01-01 02:00:00,38.89477,-76.953426,District Of Columbia,District of Columbia,0.649,,,,2,0,1,1,0,786
2024-01-01 02:00:00,39.166017,-120.148833,California,Placer,,,0.019,,2,0,1,1,0,830
2024-01-01 02:00:00,39.21487,-84.69086,Ohio,Hamilton,,,,0.0,2,0,1,1,0,834
2024-01-01 02:00:00,39.773913,-75.496513,Delaware,New Castle,,,,0.1,2,0,1,1,0,912
2024-01-01 02:00:00,41.08536,-104.52277,Wyoming,Laramie,,5.3,,,2,0,1,1,0,1101
2024-01-01 02:00:00,41.754722,-86.11,Indiana,St. Joseph,,,0.017,,2,0,1,1,0,1186
2024-01-01 02:00:00,42.263955,-71.794322,Massachusetts,Worcester,0.19,,,,2,0,1,1,0,1235
2024-01-01 02:00:00,43.608056,-72.982778,Vermont,Rutland,,1.6,,,2,0,1,1,0,1351
2024-01-01 02:00:00,44.706123,-93.285803,Minnesota,Dakota,0.1,,,,2,0,1,1,0,1405
2024-01-01 03:00:00,29.723333,-95.635833,Texas,Harris,,,0.0,,3,0,1,1,0,105
2024-01-01 03:00:00,30.350302,-95.425128,Texas,Montgomery,,10.5,,,3,0,1,1,0,151
2024-01-01 03:00:00,34.05977,-117.14731,California,San Bernardino,,,0.012,,3,0,1,1,0,361
2024-01-01 03:00:00,34.2439,-113.5586,Arizona,La Paz,,,0.017,,3,0,1,1,0,379
2024-01-01 03:00:00,34.89405,-117.02471,California,San Bernardino,,9.7,,,3,0,1,1,0,423
2024-01-01 03:00:00,34.977,-81.207,South Carolina,York,,,,-0.1,3,0,1,1,0,426
2024-01-01 03:00:00,35.1852,-106.50815,New Mexico,Bernalillo,,,0.028,,3,0,1,1,0,442
2024-01-01 03:00:00,35.49453,-120.66617,California,San Luis Obispo,,,0.003,,3,0,1,1,0,475
2024-01-01 03:00:00,35.503587,-119.272606,California,Kern,,,0.001,,3,0,1,1,0,479
2024-01-01 03:00:00,35.614131,-97.475083,Oklahoma,Oklahoma,0.4,,,,3,0,1,1,0,487
2024-01-01 03:00:00,35.856111,-78.574167,North Carolina,Wake,0.364,,,,3,0,1,1,0,502
2024-01-01 03:00:00,36.694261,-121.623271,California,Monterey,,8.0,,,3,0,1,1,0,583
2024-01-01 03:00:00,37.701222,-121.903019,California,Alameda,0.5,,,,3,0,1,1,0,661
2024-01-01 03:00:00,38.342606,-120.764426,California,Amador,,,0.002,,3,0,1,1,0,721
2024-01-01 03:00:00,39.310833,-76.474444,Maryland,Baltimore,,,,0.2,3,0,1,1,0,844
2024-01-01 03:00:00,39.991389,-75.080833,Pennsylvania,Philadelphia,,,,0.6,3,0,1,1,0,953
2024-01-01 03:00:00,40.136378,-111.657936,Utah,Utah,,,0.029,,3,0,1,1,0,979
2024-01-01 03:00:00,40.598056,-111.894167,Utah,Salt Lake,,,0.002,,3,0,1,1,0,1040
2024-01-01 03:00:00,40.64144,-74.208365,New Jersey,Union,0.3,,,,3,0,1,1,0,1045
2024-01-01 03:00:00,41.584957,-109.769957,Wyoming,Sweetwater,,,,-0.3,3,0,1,1,0,1155
2024-01-01 03:00:00,41.593611,-109.71115,Wyoming,Sweetwater,,,,-0.2,3,0,1,1,0,1157
2024-01-01 03:00:00,41.783083,-110.53788,Wyoming,Lincoln,,,0.035,,3,0,1,1,0,1191
2024-01-01 03:00:00,41.855243,-87.75247,Illinois,Cook,,8.0,,,3,0,1,1,0,1205
2024-01-01 03:00:00,42.388405,-82.979793,Michigan,Wayne,,4.1,,,3,0,1,1,0,1251
2024-01-01 03:00:00,46.696431,-68.033006,Maine,Aroostook,0.153,,,,3,0,1,1,0,1454
2024-01-01 03:00:00,47.342423,-102.645864,North Dakota,Dunn,,,0.022,,3,0,1,1,0,1470
2024-01-01 04:00:00,19.611914,-155.055037,Hawaii,Hawaii,,,,0.4,4,0,1,1,0,13
2024-01-01 04:00:00,25.785472,-80.284206,Florida,Miami-Dade,0.6,,,,4,0,1,1,0,23
2024-01-01 04:00:00,27.779712,-82.419835,Florida,Hillsborough,,,,1.1,4,0,1,1,0,50
2024-01-01 04:00:00,27.832413,-97.555387,Texas,Nueces,,,,-0.3,4,0,1,1,0,53
2024-01-01 04:00:00,27.928356,-82.454539,Florida,Hillsborough,,,,1.1,4,0,1,1,0,59
2024-01-01 04:00:00,29.275381,-98.311692,Texas,Bexar,,,0.019,,4,0,1,1,0,88
2024-01-01 04:00:00,32.552824,-117.047345,California,San Diego,,15.4,,,4,0,1,1,0,234
2024-01-01 04:00:00,32.919206,-96.808498,Texas,Dallas,,1.9,,,4,0,1,1,0,257
2024-01-01 04:00:00,33.397433,-110.87445,Arizona,Gila,,,,0.6,4,0,1,1,0,290
2024-01-01 04:00:00,33.739963,-81.853635,South Carolina,Edgefield,,,,0.3,4,0,1,1,0,332
2024-01-01 04:00:00,34.01029,-118.0685,California,Los Angeles,0.6,,,,4,0,1,1,0,357
2024-01-01 04:00:00,34.14435,-117.85036,California,Los Angeles,0.1,,,,4,0,1,1,0,371
2024-01-01 04:00:00,35.856111,-78.574167,North Carolina,Wake,0.59,,,,4,0,1,1,0,502
2024-01-01 04:00:00,35.8652,-78.8197,North Carolina,Wake,0.432,,,,4,0,1,1,0,503
2024-01-01 04:00:00,37.13678,-107.62863,Colorado,La Plata,,7.3,,,4,0,1,1,0,615
2024-01-01 04:00:00,37.28342,-79.88452,Virginia,Roanoke,0.5,,,,4,0,1,1,0,627
2024-01-01 04:00:00,37.67696,-95.47594,Kansas,Neosho,,,,0.1,4,0,1,1,0,656
2024-01-01 04:00:00,37.743065,-122.169935,California,Alameda,0.5,,,,4,0,1,1,0,667
2024-01-01 04:00:00,37.9604,-122.356811,California,Contra Costa,,,,0.5,4,0,1,1,0,685
2024-01-01 04:00:00,38.656429,-90.198348,Missouri,St. Louis City,0.178,,,0.4,4,0,1,1,0,760
2024-01-01 04:00:00,38.921847,-77.013178,District Of Columbia,District of Columbia,,22.6,,,4,0,1,1,0,792
2024-01-01 04:00:00,39.934559,-75.125219,New Jersey,Camden,,24.9,,,4,0,1,1,0,944
2024-01-01 04:00:00,40.731645,-74.066308,New Jersey,Hudson,,21.0,,,4,0,1,1,0,1058
2024-01-01 04:00:00,41.821342,-73.297257,Connecticut,Litchfield,0.156,,,,4,0,1,1,0,1196
2024-01-01 04:00:00,41.844722,-79.169722,Pennsylvania,Warren,,,,0.1,4,0,1,1,0,1203
2024-01-01 04:00:00,42.19438,-72.555112,Massachusetts,Hampden,,10.0,,,4,0,1,1,0,1226
2024-01-01 04:00:00,42.261669,-83.157893,Michigan,Wayne,,,,0.6,4,0,1,1,0,1234
2024-01-01 04:00:00,42.302778,-83.106667,Michigan,Wayne,,2.5,,,4,0,1,1,0,1242
2024-01-01 05:00:00,28.596389,-81.3625,Florida,Orange,,,,1.1,5,0,1,1,0,76
2024-01-01 05:00:00,29.939614,-89.923883,Louisiana,St. Bernard,,,0.004,,5,0,1,1,0,121
2024-01-01 05:00:00,33.720742,-84.357316,Georgia,Fulton,,,,1.4,5,0,1,1,0,330
2024-01-01 05:00:00,35.3165,-101.7418,Texas,Potter,,,,0.3,5,0,1,1,0,458
2024-01-01 05:00:00,35.63348,-83.941606,Tennessee,Blount,,,,0.0,5,0,1,1,0,490
2024-01-01 05:00:00,35.6762,-101.4401,Texas,Hutchinson,,,,0.1,5,0,1,1,0,493
2024-01-01 05:00:00,37.28342,-79.88452,Virginia,Roanoke,0.5,,,,5,0,1,1,0,627
2024-01-01 05:00:00,38.006311,-121.641918,California,Contra Costa,,2.2,,,5,0,1,1,0,691
2024-01-01 05:00:00,38.656429,-90.198348,Missouri,St. Louis City,,,,0.4,5,0,1,1,0,760
2024-01-01 05:00:00,38.848014,-104.828564,Colorado,El Paso,0.3,,,,5,0,1,1,0,778
2024-01-01 05:00:00,39.021881,-84.47445,Kentucky,Campbell,,2.3,,,5,0,1,1,0,806
2024-01-01 05:00:00,39.399837,-119.739606,Nevada,Washoe,,,0.005,,5,0,1,1,0,852
2024-01-01 05:00:00,39.426,-107.38,Colorado,Garfield,,,0.051,,5,0,1,1,0,859
2024-01-01 05:00:00,39.846856,-88.923323,Illinois,Macon,,,,21.9,5,0,1,1,0,929
2024-01-01 05:00:00,40.304694,-79.505667,Pennsylvania,Westmoreland,,,0.014,,5,0,1,1,0,997
2024-01-01 05:00:00,40.46471,-109.561472,Utah,Uintah,,,0.014,,5,0,1,1,0,1017
2024-01-01 05:00:00,40.731645,-74.066308,New Jersey,Hudson,0.1,,,,5,0,1,1,0,1058
2024-01-01 05:00:00,41.7514,-87.713488,Illinois,Cook,,,,1.9,5,0,1,1,0,1185
2024-01-01 05:00:00,42.295824,-83.129431,Michigan,Wayne,,,,0.2,5,0,1,1,0,1240
2024-01-01 05:00:00,43.081667,-107.549444,Wyoming,Fremont,,,0.036,,5,0,1,1,0,1317
2024-01-01 05:00:00,44.373056,-110.830833,Wyoming,Teton,,0.5,,,5,0,1,1,0,1391
2024-01-01 06:00:00,19.977467,-155.798067,Hawaii,Hawaii,,,,0.1,6,0,1,1,0,15
2024-01-01 06:00:00,27.779712,-82.419835,Florida,Hillsborough,,,,1.0,6,0,1,1,0,50
2024-01-01 06:00:00,30.378217,-81.8409,Florida,Duval,,,0.006,,6,0,1,1,0,156
2024-01-01 06:00:00,32.280422,-101.407137,Texas,Howard,,,,0.0,6,0,1,1,0,211
2024-01-01 06:00:00,34.01029,-118.0685,California,Los Angeles,0.4,,,,6,0,1,1,0,357
2024-01-01 06:00:00,35.2401,-80.785683,North Carolina,Mecklenburg,0.23,,,,6,0,1,1,0,452
2024-01-01 06:00:00,35.376953,-119.043889,California,Kern,,9.2,,,6,0,1,1,0,465
2024-01-01 06:00:00,38.895572,-76.958072,District Of Columbia,District of Columbia,,23.8,,,6,0,1,1,0,788
2024-01-01 06:00:00,39.70595,-79.012,Maryland,Garrett,0.089,,,,6,0,1,1,0,903
2024-01-01 06:00:00,40.309722,-78.915,Pennsylvania,Cambria,,,,0.3,6,0,1,1,0,998
2024-01-01 06:00:00,41.446624,-81.662356,Ohio,Cuyahoga,,,,0.0,6,0,1,1,0,1136
2024-01-01 06:00:00,41.606662,-87.304943,Indiana,Lake,,-0.9,,,6,0,1,1,0,1160
2024-01-01 06:00:00,42.3295,-71.0826,Massachusetts,Suffolk,,10.0,,,6,0,1,1,0,1246
2024-01-01 06:00:00,42.348873,-71.097163,Massachusetts,Suffolk,,8.0,,,6,0,1,1,0,1248
2024-01-01 06:00:00,43.145013,-77.55728,New York,Monroe,,4.3,,,6,0,1,1,0,1323
2024-01-01 06:00:00,44.36608,-73.90312,New York,Essex,,,0.038,,6,0,1,1,0,1390
2024-01-01 07:00:00,28.596389,-81.3625,Florida,Orange,,13.2,,,7,0,1,1,0,76
2024-01-01 07:00:00,29.897516,-93.991084,Texas,Jefferson,,,0.007,,7,0,1,1,0,119
2024-01-01 07:00:00,30.461981,-91.179219,Louisiana,East Baton Rouge,,19.5,,,7,0,1,1,0,165
2024-01-01 07:00:00,32.29515,-110.9823,Arizona,Pima,,,0.002,,7,0,1,1,0,212
2024-01-01 07:00:00,33.45797,-112.04659,Arizona,Maricopa,,,0.0,,7,0,1,1,0,301
2024-01-01 07:00:00,34.404281,-118.80998,California,Ventura,,,0.027,,7,0,1,1,0,390
2024-01-01 07:00:00,34.8803,-101.6649,Texas,Randall,,,0.024,,7,0,1,1,0,419
2024-01-01 07:00:00,39.835556,-75.3725,Pennsylvania,Delaware,,20.0,,,7,0,1,1,0,926
2024-01-01 07:00:00,40.341389,-111.713611,Utah,Utah,0.5,23.8,,,7,0,1,1,0,1003
2024-01-01 07:00:00,41.584957,-109.769957,Wyoming,Sweetwater,,,,-0.3,7,0,1,1,0,1155
2024-01-01 07:00:00,42.348873,-71.097163,Massachusetts,Suffolk,,,,0.1,7,0,1,1,0,1248
2024-01-01 07:00:00,47.8679,-104.676944,Montana,Richland,,0.0,,,7,0,1,1,0,1479
2024-01-01 07:00:00,48.855274,-122.7047,Washington,Whatcom,,,,0.0,7,0,1,1,0,1491
2024-01-01 08:00:00,34.1326,-118.1272,California,Los Angeles,0.3,,,,8,0,1,1,0,370
2024-01-01 08:00:00,34.14435,-117.85036,California,Los Angeles,0.2,,,,8,0,1,1,0,371
2024-01-01 08:00:00,34.725389,-118.178601,California,Los Angeles,,2.3,,,8,0,1,1,0,409
2024-01-01 08:00:00,35.063569,-106.647503,New Mexico,Bernalillo,0.1,,,,8,0,1,1,0,436
2024-01-01 08:00:00,36.035,-107.904167,New Mexico,San Juan,,,0.024,,8,0,1,1,0,519
2024-01-01 08:00:00,37.13179,-86.142953,Kentucky,Edmonson,,,0.018,,8,0,1,1,0,614
2024-01-01 08:00:00,37.948172,-122.364852,California,Contra Costa,,,,0.0,8,0,1,1,0,683
2024-01-01 08:00:00,39.055277,-76.878333,Maryland,Prince George's,0.176,,,,8,0,1,1,0,811
2024-01-01 08:00:00,39.146025,-84.538375,Ohio,Hamilton,0.226,,,,8,0,1,1,0,829
2024-01-01 08:00:00,39.250409,-119.956738,Nevada,Washoe,,,0.023,,8,0,1,1,0,837
2024-01-01 08:00:00,39.577647,-75.603659,Delaware,New Castle,,,,0.0,8,0,1,1,0,888
2024-01-01 08:00:00,39.739441,-75.557534,Delaware,New Castle,,,,0.6,8,0,1,1,0,905
2024-01-01 08:00:00,40.445278,-80.420833,Pennsylvania,Washington,,,,0.6,8,0,1,1,0,1015
2024-01-01 08:00:00,41.3014,-72.902871,Connecticut,New Haven,0.617,,,,8,0,1,1,0,1120
2024-01-01 08:00:00,42.09142,-77.20978,New York,Steuben,,,,0.0,8,0,1,1,0,1221
2024-01-01 08:00:00,42.261669,-83.157893,Michigan,Wayne,,,,0.9,8,0,1,1,0,1234
2024-01-01 09:00:00,27.507904,-99.523949,Texas,Webb,0.1,,,,9,0,1,1,0,45
2024-01-01 09:00:00,32.06848,-81.04942,Georgia,Chatham,,,,0.8,9,0,1,1,0,201
2024-01-01 09:00:00,33.45797,-112.04659,Arizona,Maricopa,,,,0.0,9,0,1,1,0,301
2024-01-01 09:00:00,34.06812,-117.52579,California,San Bernardino,0.3,,,,9,0,1,1,0,364
2024-01-01 09:00:00,37.743649,-121.934188,California,Contra Costa,,8.2,,,9,0,1,1,0,668
2024-01-01 09:00:00,38.006311,-121.641918,California,Contra Costa,0.2,,,,9,0,1,1,0,691
2024-01-01 09:00:00,38.76835,-77.18347,Virginia,Fairfax,,7.2,,,9,0,1,1,0,771
2024-01-01 09:00:00,39.649444,-79.920278,West Virginia,Monongalia,,,,0.0,9,0,1,1,0,899
2024-01-01 09:00:00,40.386368,-104.73744,Colorado,Weld,0.242,,,,9,0,1,1,0,1008
2024-01-01 09:00:00,40.662961,-111.901851,Utah,Salt Lake,0.7,,,,9,0,1,1,0,1048
2024-01-01 09:00:00,40.736389,-111.872222,Utah,Salt Lake,,31.6,,,9,0,1,1,0,1061
2024-01-01 09:00:00,40.74316,-73.58549,New York,Nassau,,,,0.3,9,0,1,1,0,1063
2024-01-01 09:00:00,41.442778,-75.623056,Pennsylvania,Lackawanna,,,,0.0,9,0,1,1,0,1135
2024-01-01 09:00:00,41.584957,-109.769957,Wyoming,Sweetwater,,,,-0.3,9,0,1,1,0,1155
2024-01-01 09:00:00,44.2893,-88.25219,Wisconsin,Outagamie,,,,0.1,9,0,1,1,0,1383
2024-01-01 09:00:00,47.22634,-122.46256,Washington,Pierce,,12.3,,,9,0,1,1,0,1468
2024-01-01 09:00:00,47.8679,-104.676944,Montana,Richland,,0.0,,,9,0,1,1,0,1479
2024-01-01 10:00:00,21.323745,-158.088613,Hawaii,Honolulu,,,0.034,,10,0,1,1,0,18
2024-01-01 10:00:00,25.785472,-80.284206,Florida,Miami-Dade,,14.6,,,10,0,1,1,0,23
2024-01-01 10:00:00,29.529432,-98.391403,Texas,Bexar,,6.3,,,10,0,1,1,0,94
2024-01-01 10:00:00,29.997696,-90.411095,Louisiana,St. Charles,,,,2.5,10,0,1,1,0,126
2024-01-01 10:00:00,30.058209,-90.863857,Louisiana,St. James,,,0.034,,10,0,1,1,0,131
2024-01-01 10:00:00,30.461981,-91.179219,Louisiana,East Baton Rouge,0.2,,,,10,0,1,1,0,165
2024-01-01 10:00:00,32.919206,-96.808498,Texas,Dallas,,,0.022,,10,0,1,1,0,257
2024-01-01 10:00:00,33.4265,-112.11821,Arizona,Maricopa,,,,1.0,10,0,1,1,0,297
2024-01-01 10:00:00,35.03146,-120.50103,California,San Luis Obispo,,1.3,,,10,0,1,1,0,432
2024-01-01 10:00:00,35.331612,-118.999961,California,Kern,,9.4,,,10,0,1,1,0,460
2024-01-01 10:00:00,35.49453,-120.66617,California,San Luis Obispo,,,0.023,,10,0,1,1,0,475
2024-01-01 10:00:00,37.954444,-87.321667,Indiana,Warrick,,,,1.2,10,0,1,1,0,684
2024-01-01 10:00:00,38.22876,-85.65452,Kentucky,Jefferson,,,,0.7,10,0,1,1,0,714
2024-01-01 10:00:00,38.74643,-121.26498,California,Placer,,9.1,,,10,0,1,1,0,768
2024-01-01 10:00:00,40.598056,-111.894167,Utah,Salt Lake,0.5,,,,10,0,1,1,0,1040
2024-01-01 10:00:00,40.662961,-111.901851,Utah,Salt Lake,,23.7,,,10,0,1,1,0,1048
2024-01-01 10:00:00,40.787628,-74.676301,New Jersey,Morris,,,,1.7,10,0,1,1,0,1072
2024-01-01 10:00:00,41.492117,-81.678449,Ohio,Cuyahoga,0.216,,,,10,0,1,1,0,1142
2024-01-01 10:00:00,42.14175,-80.038611,Pennsylvania,Erie,,,0.026,,10,0,1,1,0,1225
2024-01-01 10:00:00,42.78943,-96.90383,South Dakota,Clay,,,0.025,,10,0,1,1,0,1285
2024-01-01 10:00:00,43.460556,-113.562222,Idaho,Butte,,,0.032,,10,0,1,1,0,1340
2024-01-01 10:00:00,44.745662,-93.05541,Minnesota,Dakota,,,,-0.1,10,0,1,1,0,1408
2024-01-01 11:00:00,26.200335,-97.712684,Texas,Cameron,,,0.037,,11,0,1,1,0,29
2024-01-01 11:00:00,29.81453,-95.38769,Texas,Harris,,2.0,,,11,0,1,1,0,113
2024-01-01 11:00:00,29.939614,-89.923883,Louisiana,St. Bernard,,,0.046,,11,0,1,1,0,121
2024-01-01 11:00:00,34.54166,-119.79146,California,Santa Barbara,,-0.1,0.037,,11,0,1,1,0,400
2024-01-01 11:00:00,35.63348,-83.941606,Tennessee,Blount,,,0.024,,11,0,1,1,0,490
2024-01-01 11:00:00,36.141875,-115.078742,Nevada,Clark,,,,0.4,11,0,1,1,0,535
2024-01-01 11:00:00,37.64876,-91.1498,Missouri,Iron,,,,1.9,11,0,1,1,0,651
2024-01-01 11:00:00,38.47753,-78.81952,Virginia,Rockingham,,,,0.5,11,0,1,1,0,735
2024-01-01 11:00:00,39.12886,-84.50404,Ohio,Hamilton,0.14,,,,11,0,1,1,0,823
2024-01-01 11:00:00,39.14313,-76.84611,Maryland,Howard,0.129,,,,11,0,1,1,0,826
2024-01-01 11:00:00,39.988842,-75.207205,Pennsylvania,Philadelphia,0.5,10.1,,,11,0,1,1,0,952
2024-01-01 11:00:00,40.338516,-76.394788,Pennsylvania,Lebanon,,,0.014,,11,0,1,1,0,1001
2024-01-01 11:00:00,40.38335,-75.9686,Pennsylvania,Berks,,,,1.0,11,0,1,1,0,1007
2024-01-01 11:00:00,41.3014,-72.902871,Connecticut,New Haven,,,0.024,,11,0,1,1,0,1120
2024-01-01 11:00:00,41.771444,-72.679923,Connecticut,Hartford,,2.8,,,11,0,1,1,0,1188
2024-01-01 11:00:00,42.416636,-83.902185,Michigan,Washtenaw,,,0.022,,11,0,1,1,0,1254
2024-01-01 11:00:00,42.86183,-71.878626,New Hampshire,Hillsborough,0.106,,,,11,0,1,1,0,1291
2024-01-01 11:00:00,43.608056,-72.982778,Vermont,Rutland,,,0.03,,11,0,1,1,0,1351
2024-01-01 11:00:00,44.087397,-103.273777,South Dakota,Pennington,,5.1,,,11,0,1,1,0,1374
2024-01-01 11:00:00,47.5812,-103.2995,North Dakota,McKenzie,,0.1,,,11,0,1,1,0,1476
2024-01-01 11:00:00,61.205861,-149.824602,Alaska,Anchorage ,1.209,,,,11,0,1,1,0,1493
2024-01-01 12:00:00,29.897516,-93.991084,Texas,Jefferson,,,,0.7,12,0,1,1,0,119
2024-01-01 12:00:00,31.122419,-97.431052,Texas,Bell,,,0.024,,12,0,1,1,0,179
2024-01-01 12:00:00,31.797813,-96.1031,Texas,Freestone,,,,0.1,12,0,1,1,0,190
2024-01-01 12:00:00,32.194671,-111.033167,Arizona,Pima,0.135,,,,12,0,1,1,0,207
2024-01-01 12:00:00,32.277929,-94.570851,Texas,Rusk,,,,0.6,12,0,1,1,0,210
2024-01-01 12:00:00,32.378696,-94.711813,Texas,Gregg,,,0.028,,12,0,1,1,0,220
2024-01-01 12:00:00,32.726656,-103.122917,New Mexico,Lea,,,0.038,,12,0,1,1,0,247
2024-01-01 12:00:00,33.46173,-112.12796,Arizona,Maricopa,,18.0,,,12,0,1,1,0,302
